"Music","Slow.songs.or.fast.songs","Dance","Folk","Country","Classical.music","Musical","Pop","Rock","Metal.or.Hardrock","Punk","Hiphop..Rap","Reggae..Ska","Swing..Jazz","Rock.n.roll","Alternative","Latino","Techno..Trance","Opera","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","History","Psychology","Politics","Mathematics","Physics","Internet","PC","Economy.Management","Biology","Chemistry","Reading","Geography","Foreign.languages","Medicine","Law","Cars","Art.exhibitions","Religion","Countryside..outdoors","Dancing","Musical.instruments","Writing","Passive.sport","Active.sport","Gardening","Celebrities","Shopping","Science.and.technology","Theatre","Fun.with.friends","Adrenaline.sports","Pets","Flying","Storm","Darkness","Heights","Spiders","Snakes","Rats","Ageing","Dangerous.dogs","Fear.of.public.speaking","Smoking","Alcohol","Healthy.eating","Daily.events","Prioritising.workload","Writing.notes","Workaholism","Thinking.ahead","Final.judgement","Reliability","Keeping.promises","Loss.of.interest","Friends.versus.money","Funniness","Fake","Criminal.damage","Decision.making","Elections","Self.criticism","Judgment.calls","Hypochondria","Empathy","Eating.to.survive","Giving","Compassion.to.animals","Borrowed.stuff","Loneliness","Cheating.in.school","Health","Changing.the.past","God","Dreams","Charity","Number.of.friends","Punctuality","Lying","Waiting","New.environment","Mood.swings","Appearence.and.gestures","Socializing","Achievements","Responding.to.a.serious.letter","Children","Assertiveness","Getting.angry","Knowing.the.right.people","Public.speaking","Unpopularity","Life.struggles","Happiness.in.life","Energy.levels","Small...big.dogs","Personality","Finding.lost.valuables","Getting.up","Interests.or.hobbies","Parents_.advice","Questionnaires.or.polls","Internet.usage","Finances","Shopping.centres","Branded.clothing","Entertainment.spending","Spending.on.looks","Spending.on.gadgets","Spending.on.healthy.eating","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","Recoded Age_1"
5,3,1,3,5,4,1,3,5,2,2,1,3,3,5,5,1,1,1,5,2,4,4,2,3,3,4,4,4,4,5,3,4,5,1,1,5,3,4,1,2,3,4,5,1,2,3,1,2,5,1,5,3,5,2,1,2,2,1,2,5,1,3,3,2,2,4,4,4,1,1,4,3,4,3,3,5,4,3,2,4,5,4,4,1,5,4,2,1,3,2,1,5,4,5,3,3,4,3,2,3,4,3,5,4,1,3,2,2,2,1,3,4,1,2,4,3,3,3,3,5,3,3,5,4,3,3,3,4,4,4,2,3,4,4,4,4,3,3,3,20,179,65,0,2,2,3,2,2,2,2
5,4,3,1,1,2,3,3,4,5,5,3,2,1,3,3,3,3,1,4,3,5,5,3,3,3,4,4,3,2,4,2,1,4,5,3,5,5,2,1,1,3,2,3,2,1,4,2,1,2,2,1,1,5,5,3,3,2,4,3,5,5,4,1,1,1,1,1,1,1,2,2,3,3,1,3,3,3,1,3,3,1,4,4,2,3,3,3,3,2,5,4,4,1,3,3,2,3,3,3,4,3,3,3,3,1,3,1,2,3,4,2,3,3,3,3,2,4,2,3,4,3,1,4,5,5,3,3,3,4,3,2,4,4,3,4,3,3,3,3,20,178,74,0,2,2,3,2,2,1,2
5,3,5,5,1,5,4,5,3,2,2,3,3,4,4,2,5,3,3,5,3,5,5,4,1,1,5,5,4,1,1,3,4,1,1,1,5,2,1,4,4,2,1,3,4,3,2,3,3,4,3,5,3,3,1,1,4,5,3,3,5,2,4,3,4,5,1,1,1,3,2,4,5,4,1,3,3,2,1,2,3,5,3,4,3,5,5,1,5,3,1,5,3,3,5,3,5,5,4,4,4,3,5,5,3,1,3,3,2,1,4,5,4,4,3,1,4,4,4,3,4,4,4,3,4,1,3,2,4,3,3,3,3,1,5,1,4,5,1,3,20,157,57,0,1,2,3,2,1,1,2
5,4,3,1,1,5,3,5,5,1,2,5,1,3,5,1,1,3,2,5,2,5,5,2,5,3,4,4,5,1,5,2,3,2,5,5,5,4,2,1,1,1,2,3,3,3,5,1,3,2,1,1,1,5,5,1,1,1,5,1,5,4,1,1,2,1,3,1,3,1,1,4,3,4,3,5,1,1,1,1,3,3,5,4,3,2,4,2,1,5,5,3,4,1,2,4,5,5,5,4,5,5,4,4,3,1,1,1,3,3,5,2,1,1,3,3,5,3,1,1,3,3,1,2,1,4,2,2,2,5,3,1,4,3,2,4,2,1,4,5,20,185,85,2,2,2,3,1,1,2,2
5,2,1,2,2,2,1,3,5,3,2,1,1,2,3,4,3,1,2,4,1,2,3,2,2,3,4,4,4,2,2,5,3,5,1,1,5,2,2,3,1,1,3,4,2,5,2,1,1,1,1,1,1,5,1,1,2,2,2,1,4,1,3,1,1,2,2,1,1,1,3,1,3,3,3,2,5,3,3,2,5,2,4,5,2,5,4,2,1,4,5,4,4,1,5,2,2,2,5,3,1,3,4,1,3,3,3,3,3,2,3,4,4,2,2,4,3,2,2,2,4,3,3,4,2,4,4,3,3,2,3,4,3,3,2,4,3,2,3,2,20,180,68,1,2,2,3,1,1,1,2
5,3,3,2,1,3,3,4,4,4,4,4,2,1,3,3,3,3,2,5,3,4,5,4,4,3,5,5,2,1,4,4,2,2,1,1,4,4,2,5,5,2,4,2,5,3,2,2,3,3,1,1,1,3,1,2,3,4,2,2,5,2,5,4,3,3,3,5,5,5,2,5,2,4,3,3,3,4,2,3,2,1,3,3,2,5,3,1,1,4,2,4,2,1,3,1,4,5,5,1,5,5,3,5,3,2,5,1,2,3,2,3,4,4,4,4,5,4,5,3,4,5,5,4,4,2,3,3,4,4,3,3,3,4,4,1,1,1,1,3,20,170,52,1,1,2,3,1,2,2,2
5,4,3,2,2,2,3,3,2,2,2,4,3,2,2,2,3,1,1,5,3,3,5,5,3,2,5,5,3,2,4,2,2,2,1,1,4,3,2,5,5,3,1,3,3,1,2,1,2,2,2,1,1,2,1,2,3,5,3,2,5,3,3,1,2,1,1,3,4,3,1,2,2,4,3,4,2,2,3,2,3,3,3,3,2,5,4,2,4,3,2,4,5,3,5,3,4,4,4,1,5,5,2,5,4,2,5,2,2,2,3,2,5,5,3,4,4,3,3,4,4,3,5,5,4,3,3,3,4,3,4,3,3,2,5,4,4,5,3,3,20,175,53,2,1,2,3,1,1,1,2
5,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,1,5,5,5,5,3,5,5,5,5,4,5,5,3,3,1,1,1,5,3,2,2,1,1,1,1,1,1,5,3,1,3,2,1,2,3,3,1,2,5,5,5,5,5,1,5,3,1,3,3,3,3,3,5,3,2,3,3,3,1,2,1,5,1,5,3,3,5,5,2,5,5,3,5,5,3,5,4,5,5,1,4,5,4,5,1,3,3,1,2,2,3,2,3,5,5,3,5,5,5,5,3,3,3,3,4,4,5,4,1,5,1,5,1,4,3,1,1,2,1,1,3,20,176,70,3,2,2,3,1,2,1,2
4,3,1,3,3,3,1,2,5,1,2,1,2,1,4,4,1,1,1,4,1,1,4,4,2,3,3,3,3,2,4,2,5,2,1,1,3,1,1,4,1,1,1,3,3,2,2,1,2,3,1,1,1,3,2,2,3,3,2,2,4,1,3,3,2,3,4,1,5,2,1,3,3,3,3,3,3,4,2,3,5,3,5,4,1,3,1,1,1,3,4,4,5,4,5,1,3,3,5,1,2,3,1,5,3,1,3,2,3,2,3,4,1,1,2,4,5,3,3,1,5,3,5,5,3,3,3,3,4,2,4,4,2,4,3,3,1,3,1,3,20,170,52,1,1,2,3,1,1,1,2
5,4,5,1,2,2,3,5,3,1,1,5,3,3,1,2,4,4,2,4,2,2,5,2,1,3,5,5,4,1,4,2,4,2,1,1,3,1,5,2,1,1,3,4,3,1,1,2,1,2,3,1,1,2,1,3,2,4,3,1,3,1,2,3,3,5,2,2,5,5,5,1,1,1,3,4,3,4,5,4,5,4,5,5,1,5,3,2,2,2,5,3,5,1,5,1,5,5,5,3,2,4,1,3,4,2,3,3,3,2,2,3,4,2,3,3,5,5,3,4,3,4,2,4,4,2,4,4,2,5,3,3,2,3,4,1,4,4,1,5,20,166,51,1,1,1,4,1,2,2,2
5,3,2,3,3,2,3,4,4,2,2,2,4,4,4,3,3,1,2,5,3,4,5,5,5,2,3,3,4,3,5,5,4,1,1,1,5,4,3,2,1,3,4,5,1,2,1,3,1,4,3,3,4,3,1,1,1,5,3,4,5,5,5,1,3,5,5,5,5,4,5,4,5,4,3,3,1,4,5,3,3,1,3,4,2,5,4,1,2,3,3,4,5,1,5,1,4,5,4,3,2,5,4,3,3,4,5,2,2,2,4,3,4,5,4,3,4,4,3,4,5,3,4,4,3,1,4,5,4,3,4,2,3,4,3,4,3,3,3,3,20,170,55,2,1,2,4,1,1,1,2
5,3,5,2,2,1,2,2,4,2,1,5,3,1,2,1,1,1,1,5,4,5,5,5,2,1,3,3,1,1,2,1,1,1,1,1,5,2,2,1,1,1,5,2,1,1,2,1,1,4,2,1,1,3,2,1,4,3,1,3,5,1,2,1,3,3,2,1,5,3,5,4,3,1,3,2,3,2,5,2,2,4,4,3,1,5,3,1,3,1,2,4,2,1,3,1,5,5,5,5,5,5,5,3,3,2,5,3,3,3,1,4,3,1,1,1,3,4,4,3,5,3,5,3,4,1,3,5,4,3,3,3,4,3,3,2,4,3,2,2,20,173,55,1,1,2,3,2,2,2,2
5,3,4,3,3,4,2,4,4,1,3,5,3,4,4,2,4,4,3,4,3,4,5,2,5,5,4,4,4,3,4,4,4,4,2,3,4,4,2,3,1,3,5,4,2,2,2,3,4,5,2,3,2,5,5,3,2,2,3,4,4,2,3,3,1,2,2,2,1,1,3,2,3,4,2,4,4,3,5,4,4,4,5,5,3,5,3,1,4,5,5,5,4,1,5,3,3,5,5,3,2,4,2,5,4,4,3,2,3,3,2,4,3,5,3,1,5,3,4,4,3,5,2,4,4,3,3,5,2,3,4,2,2,5,1,3,1,1,3,4,20,185,86,1,2,2,3,1,1,1,2
5,4,4,1,3,3,1,4,5,2,3,5,3,1,3,3,1,2,1,5,4,4,5,3,3,5,4,3,3,3,5,5,2,1,1,2,5,3,3,3,3,1,4,5,3,4,4,2,1,4,2,1,1,5,5,1,4,5,4,2,4,4,4,1,2,1,4,4,4,4,4,1,1,4,2,5,5,3,3,3,4,2,4,4,4,2,5,3,5,4,2,1,5,2,4,1,5,3,4,1,4,3,1,1,5,1,5,1,2,4,5,2,5,4,1,3,3,4,1,5,4,1,1,5,5,5,5,1,5,5,4,1,3,1,5,5,4,5,4,5,20,190,85,1,2,1,3,1,2,2,2
5,5,5,1,1,1,1,1,5,1,5,3,3,1,2,1,1,2,1,5,1,5,5,3,5,5,5,5,5,1,5,3,1,5,2,2,3,3,5,1,1,1,1,5,1,1,4,1,1,1,1,1,1,3,5,1,1,3,5,1,5,5,3,1,1,1,1,5,5,5,1,2,1,4,3,3,5,4,3,2,3,2,2,5,5,3,2,1,2,5,1,1,2,1,2,1,2,5,3,2,5,3,3,3,3,1,4,1,2,1,4,3,4,4,2,3,2,5,3,5,5,1,2,4,5,3,3,4,2,5,4,1,2,4,4,4,5,3,4,5,20,180,75,2,2,2,4,1,2,2,2
5,3,4,4,2,3,2,3,3,2,2,2,3,1,2,3,3,2,1,5,2,2,5,5,4,3,4,4,4,2,3,4,5,4,3,4,4,3,2,3,2,2,3,4,3,5,2,2,2,3,4,5,2,5,5,3,2,4,2,3,5,3,5,4,2,3,1,2,3,2,1,3,2,4,3,3,3,3,1,1,3,3,3,3,3,4,3,1,1,3,5,3,3,1,5,4,4,4,5,3,2,3,3,3,3,4,5,1,2,3,4,2,3,4,3,3,4,4,2,4,2,3,3,4,4,1,4,5,3,4,3,4,3,3,3,2,3,2,3,2,20,165,48,1,1,2,4,1,1,2,2
5,5,5,3,1,1,3,3,3,1,1,3,2,1,1,2,2,5,1,5,1,3,5,5,1,1,5,5,3,1,3,3,3,2,1,1,3,3,3,5,5,1,3,5,4,1,4,1,1,3,3,1,1,5,5,3,3,4,4,2,5,4,4,1,1,1,1,1,1,1,1,1,2,3,3,2,3,2,3,2,1,1,3,3,3,3,3,1,4,3,3,1,5,1,3,1,3,5,5,3,5,3,1,3,3,1,1,2,3,4,5,2,4,3,3,5,5,3,3,3,3,1,5,3,5,5,3,3,5,3,3,3,2,3,3,1,2,1,1,5,20,178,58,1,1,2,3,1,2,2,2
5,3,3,2,3,2,4,5,2,1,1,4,3,2,4,3,4,1,2,5,3,3,5,5,5,2,5,5,2,2,5,2,2,1,1,1,5,3,2,5,5,5,2,5,4,1,1,1,1,5,3,2,5,5,1,2,4,4,5,4,4,3,5,3,3,1,1,4,5,2,4,5,4,3,3,3,2,3,2,4,3,2,5,4,3,5,4,2,1,4,5,4,3,1,5,1,3,5,5,3,2,3,1,2,4,2,3,2,3,3,3,3,3,4,3,4,3,3,3,2,5,3,3,4,4,1,4,5,5,3,4,3,3,3,4,1,3,2,3,4,20,175,75,0,1,2,3,2,2,2,2
4,3,3,3,2,1,5,4,1,1,1,4,2,4,2,2,5,1,2,3,1,1,5,2,4,2,3,4,5,2,4,3,5,4,1,2,3,1,5,2,2,3,5,5,3,4,4,3,2,5,5,2,4,3,5,1,2,4,4,5,3,4,3,5,1,5,1,1,4,2,3,3,3,1,3,3,3,3,5,4,5,3,5,4,3,3,3,1,2,3,5,2,5,1,5,1,5,3,3,1,3,2,2,3,4,2,3,2,2,3,4,3,4,3,4,4,5,5,1,4,4,3,3,5,5,3,3,3,3,5,3,4,3,4,4,4,1,3,5,4,20,160,55,1,1,2,4,1,1,1,2
5,3,4,1,1,2,1,4,3,1,1,4,4,2,2,2,2,5,1,3,4,4,4,4,4,3,4,4,4,2,4,2,4,1,1,2,5,5,2,2,2,1,5,1,1,2,2,2,1,5,1,1,1,3,2,2,1,1,4,1,4,4,4,1,1,1,1,1,1,1,2,2,4,1,1,2,2,4,2,3,3,1,4,4,3,5,5,2,5,3,1,2,3,2,2,2,4,3,3,5,5,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,4,4,1,2,5,4,3,4,2,4,2,1,4,3,3,4,3,4,3,5,3,5,4,5,20,179,60,0,2,2,2,1,1,1,2
5,4,3,2,2,3,2,4,5,4,2,2,2,4,5,4,2,3,2,4,3,3,5,4,5,3,3,4,4,3,4,2,2,3,2,2,5,5,2,5,5,2,1,5,5,1,2,1,1,1,1,4,1,2,3,1,4,2,4,1,5,1,1,3,1,2,3,5,2,2,4,3,4,1,3,2,5,2,2,2,3,3,2,4,4,5,4,1,4,5,5,5,4,1,4,1,2,5,4,3,4,2,2,2,3,2,3,3,2,3,2,3,4,2,3,4,2,3,4,2,4,4,1,2,3,3,3,3,5,3,2,3,3,3,3,2,3,2,2,2,20,183,83,1,2,2,3,1,1,2,2
5,3,3,3,1,5,4,4,5,2,3,2,2,5,3,5,3,3,2,5,2,3,3,3,5,2,4,3,4,2,4,2,4,2,2,3,2,1,1,2,2,3,3,5,3,1,2,2,5,4,1,5,3,5,2,2,1,2,4,3,4,2,2,2,1,1,2,1,1,1,1,3,1,4,3,3,3,3,3,5,4,1,3,3,2,4,2,1,4,3,5,4,3,1,4,1,2,3,5,3,2,3,2,3,3,2,3,3,2,3,3,4,3,3,3,4,3,4,3,3,3,4,2,4,3,4,3,3,5,5,4,1,3,1,2,3,5,2,2,5,20,175,70,0,2,2,3,2,1,1,2
5,3,2,1,1,5,2,4,4,1,3,4,1,1,3,3,2,2,1,5,2,2,4,1,2,4,1,1,4,2,3,4,3,3,1,1,4,2,1,1,1,5,5,5,1,1,4,3,1,2,1,1,4,3,3,1,1,1,4,3,5,4,2,1,1,1,1,3,3,1,2,2,4,2,1,2,3,2,1,2,2,1,4,4,5,3,4,5,4,2,5,4,5,1,2,2,2,3,3,4,5,3,5,2,3,1,3,3,3,1,4,2,4,5,4,2,3,5,5,5,2,4,1,3,5,5,4,1,5,4,2,1,4,1,2,3,5,3,5,2,20,183,75,2,2,2,3,1,1,1,2
4,1,4,1,2,2,2,1,3,4,1,1,1,1,2,5,2,5,1,5,4,3,5,4,5,1,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,3,4,1,1,3,5,1,2,5,4,5,4,3,4,3,3,3,1,4,3,5,4,1,1,1,1,5,1,5,3,3,1,5,3,1,5,5,5,5,2,5,3,3,2,3,2,2,3,3,4,4,5,3,3,4,1,4,3,5,1,3,3,3,1,4,1,2,1,4,1,4,3,1,5,5,3,5,5,20,183,65,3,1,1,3,1,1,1,2
5,5,4,4,3,1,4,2,1,1,1,1,2,3,3,4,3,2,1,5,3,2,5,5,2,1,4,4,1,3,2,3,3,3,3,1,5,4,3,4,4,2,3,3,3,2,1,2,2,4,2,3,1,2,3,2,4,4,2,2,5,2,1,4,4,3,3,3,4,4,5,5,5,4,3,3,3,3,1,2,1,1,4,5,5,5,3,1,2,5,1,1,5,1,5,1,1,1,1,3,5,5,5,5,3,1,5,1,2,1,1,5,5,1,5,1,5,5,5,5,5,5,5,3,1,1,3,5,5,1,3,5,2,5,5,5,1,1,1,1,20,170,60,1,1,2,4,1,1,1,2
5,3,5,3,2,2,2,4,4,1,1,5,3,2,2,2,5,3,2,5,4,4,5,4,1,3,5,5,2,1,3,2,1,4,1,1,4,1,3,2,1,2,5,5,1,3,1,5,1,5,3,1,1,5,1,1,3,5,1,5,5,4,5,1,3,2,1,3,5,2,1,2,2,3,3,3,3,1,3,2,2,1,3,1,1,4,2,2,1,1,5,3,5,1,3,1,5,5,4,3,2,2,1,5,2,2,3,3,2,1,2,2,2,1,2,3,5,3,1,4,5,3,2,4,2,4,3,2,4,2,4,3,3,1,5,3,5,5,3,5,20,163,48,0,1,2,4,2,1,1,2
5,3,4,1,1,1,2,4,2,1,1,4,2,1,2,1,2,3,1,5,5,5,5,2,5,4,2,5,3,3,5,3,3,1,4,4,5,5,1,2,1,1,2,2,2,1,4,4,1,4,3,1,1,3,5,1,2,3,1,1,4,4,5,2,1,1,2,2,2,4,4,3,3,4,3,3,3,2,4,2,2,3,4,4,2,2,3,5,5,3,2,4,5,2,4,2,2,5,5,4,3,4,4,3,2,1,3,1,3,3,3,4,3,4,3,3,5,4,2,3,4,3,2,4,4,5,4,2,5,3,2,3,3,3,4,3,3,3,4,4,20,188,79,1,2,1,3,1,1,2,2
5,2,2,1,1,3,3,4,5,4,4,2,1,3,3,5,2,1,2,2,1,2,5,4,5,5,2,1,4,3,3,2,2,4,3,3,5,2,5,2,2,2,1,4,2,3,1,3,1,5,3,5,3,5,1,2,1,2,1,2,5,1,2,1,1,3,3,1,1,1,5,4,5,2,3,4,3,1,2,1,5,3,2,5,1,2,4,2,2,5,5,5,4,4,5,5,4,2,4,5,3,5,4,4,3,1,2,2,2,1,5,3,5,5,4,5,3,5,1,5,5,3,2,4,4,3,3,3,5,4,3,2,3,4,3,5,3,3,1,2,20,173,65,1,2,2,3,1,2,2,2
5,3,2,2,1,3,1,4,5,3,4,3,5,4,3,3,2,1,2,5,4,2,5,5,2,1,5,5,4,2,2,5,4,2,2,1,3,2,2,2,1,4,4,5,3,2,1,4,2,5,2,1,4,3,2,1,4,3,2,3,5,3,1,3,3,5,4,2,5,5,5,5,5,4,3,3,4,1,4,3,5,3,3,4,1,4,3,4,3,5,2,5,5,2,4,1,4,5,4,5,5,3,3,5,3,2,3,3,3,1,1,5,4,4,4,5,5,3,3,4,5,5,5,3,2,3,3,4,5,3,4,3,2,5,2,4,4,2,1,5,20,166,55,1,1,2,4,1,1,1,2
5,3,1,2,1,3,1,2,5,5,5,5,5,3,5,5,3,4,4,5,2,3,5,3,2,4,2,3,4,3,2,4,4,4,1,1,5,4,1,2,1,3,3,4,1,2,2,5,1,5,2,2,1,4,3,2,1,3,4,5,5,5,5,1,1,1,2,3,1,1,3,4,4,1,3,4,4,3,5,3,4,2,4,3,3,5,5,2,5,4,5,4,5,1,5,1,1,5,4,3,5,3,2,2,3,1,3,2,2,3,5,3,3,4,3,4,5,5,3,1,4,3,2,4,4,4,3,1,3,3,3,2,3,3,2,3,3,2,2,5,20,173,50,1,1,1,3,1,1,1,2
5,3,2,1,2,2,2,2,5,3,2,1,1,1,4,5,1,1,1,4,5,3,5,4,5,2,3,4,4,2,2,3,4,3,1,1,3,3,1,1,1,4,3,5,1,1,1,5,1,5,1,3,4,5,3,1,1,1,3,4,5,5,5,1,1,2,1,2,1,1,2,1,3,2,3,3,3,3,1,2,4,5,4,4,1,5,5,1,2,3,5,5,4,1,4,1,4,5,3,5,5,4,5,2,3,3,5,3,2,5,3,5,3,5,2,2,5,1,2,2,3,5,4,2,2,5,3,5,5,5,3,3,3,2,1,1,5,3,4,5,20,164,60,2,1,2,3,1,1,1,2
5,4,2,2,1,2,2,1,2,2,1,2,1,2,1,5,2,2,2,5,1,2,2,3,1,2,3,4,5,1,3,3,1,1,1,1,5,1,1,1,1,1,3,4,1,5,2,3,1,4,1,1,1,5,5,2,4,3,3,5,5,2,3,1,2,2,2,3,3,4,3,3,3,1,1,4,2,1,2,1,2,3,3,3,4,4,2,2,5,2,1,2,4,2,4,1,2,1,2,2,4,3,4,4,3,2,3,2,1,3,3,5,3,3,3,4,4,1,2,4,2,3,3,3,2,2,4,4,2,3,3,1,3,3,4,2,2,4,2,4,20,62,55,2,1,2,4,1,1,2,2
5,3,3,1,1,3,3,4,5,3,5,3,1,1,2,2,3,1,2,5,2,4,5,4,2,5,3,3,2,1,5,2,1,2,4,1,4,3,5,2,1,5,4,5,1,3,2,2,2,3,1,1,4,4,1,2,3,3,1,2,3,1,1,1,3,3,2,5,5,5,1,4,5,3,3,3,2,2,3,3,2,5,4,3,1,3,3,2,2,3,1,3,4,4,1,5,2,3,4,4,2,2,3,4,4,2,2,1,1,3,4,2,3,3,2,3,4,2,2,3,5,4,4,3,3,1,3,4,4,2,3,4,4,2,3,3,2,4,2,4,20,168,76,1,1,2,3,1,1,1,2
5,3,4,3,1,2,3,5,3,1,2,3,3,2,2,1,5,2,1,5,2,1,5,3,1,2,4,5,2,1,1,2,3,2,1,1,4,2,1,2,1,1,5,4,3,1,2,2,2,3,5,2,1,4,5,5,4,4,2,3,5,2,1,3,2,2,2,2,4,3,3,2,3,4,3,3,3,2,2,3,3,3,4,2,2,3,4,2,2,2,4,4,4,2,5,1,2,3,4,3,3,4,3,5,3,1,4,3,3,4,3,3,4,2,3,3,4,2,1,3,3,4,2,4,5,3,3,1,4,3,3,2,3,2,4,2,3,4,2,3,20,170,50,1,1,2,3,1,1,1,2
4,4,4,3,3,2,2,5,4,1,2,4,5,3,2,2,2,1,1,5,5,5,5,4,4,4,5,5,5,3,5,3,5,2,5,4,3,3,3,3,4,4,1,3,2,2,1,2,1,1,1,1,1,4,2,1,1,3,2,5,5,5,2,3,1,1,2,2,1,1,5,2,1,2,1,3,2,1,1,1,1,3,4,4,1,3,2,1,2,5,5,3,4,1,5,1,2,5,4,1,5,3,2,5,3,2,3,3,3,2,5,2,3,3,3,4,3,4,2,4,1,3,3,4,4,4,3,1,3,5,4,2,3,4,4,3,3,4,1,3,20,163,52,1,1,2,3,1,1,1,2
5,3,2,2,2,2,4,4,3,1,1,1,1,3,2,2,4,1,3,5,4,4,5,5,4,1,4,5,2,1,5,1,5,1,1,1,5,4,1,3,1,2,3,5,3,1,1,4,5,4,1,3,1,4,3,2,3,4,4,4,5,1,3,1,2,3,3,5,4,3,1,3,3,3,2,4,3,4,5,4,4,3,5,5,1,4,3,2,1,2,1,2,3,1,4,2,2,4,4,1,2,1,1,5,3,2,4,2,4,3,4,3,3,4,2,4,5,3,2,3,4,3,2,4,4,4,4,4,5,4,4,4,3,3,5,4,3,4,4,5,20,173,64,1,1,2,3,1,2,2,2
5,3,3,5,1,5,3,4,4,1,1,1,1,3,3,4,3,1,2,4,1,1,4,3,1,1,3,3,4,1,4,1,1,4,3,2,3,1,3,5,5,1,5,5,5,1,2,5,3,5,5,5,1,5,1,3,1,1,4,5,5,4,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,1,2,3,3,1,1,3,1,4,2,1,3,5,4,5,1,5,1,5,4,5,3,3,3,3,5,4,3,4,1,2,2,3,3,4,5,1,4,5,5,3,5,3,5,5,4,5,3,3,5,2,5,5,2,2,4,3,4,3,3,1,2,20,174,60,3,1,2,4,1,1,1,2
5,3,2,4,2,1,1,5,2,1,1,5,5,3,2,1,2,4,1,5,5,4,5,3,2,4,3,4,1,2,5,2,5,2,1,1,5,5,2,2,1,3,3,2,1,1,5,1,1,2,5,1,1,2,1,1,1,3,4,1,5,2,5,1,1,1,4,3,3,1,3,4,1,1,1,1,3,4,5,5,5,3,5,3,5,2,4,2,5,2,3,4,5,1,5,1,5,5,5,5,5,4,5,2,3,1,4,2,2,2,4,2,4,2,4,5,5,5,2,5,5,5,2,3,4,3,3,1,5,3,3,5,2,2,5,4,4,4,5,5,20,175,65,2,2,2,3,1,1,1,2
2,1,1,3,2,4,2,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,3,4,2,2,3,1,4,2,2,4,4,3,3,3,1,1,2,2,2,5,2,1,1,2,1,2,5,4,2,2,2,1,1,3,3,2,1,4,2,1,3,5,3,2,4,3,5,3,4,5,3,3,2,4,3,4,4,3,5,5,5,5,1,3,1,1,1,5,5,2,5,2,5,2,4,5,5,2,2,5,4,5,4,3,2,2,4,3,2,2,3,2,2,5,5,5,5,5,4,4,2,4,4,2,4,4,5,2,5,1,1,5,2,2,1,2,1,5,20,165,67,1,1,2,5,1,2,2,2
4,3,5,2,4,5,5,4,5,4,3,2,2,4,5,2,5,2,4,5,3,3,4,4,4,4,5,5,4,3,3,5,5,4,2,3,4,2,3,4,2,4,3,3,3,5,3,4,4,4,4,3,2,4,3,1,3,3,3,4,4,3,4,2,2,4,3,3,2,1,4,1,2,4,3,4,3,2,3,2,4,5,4,5,2,3,3,4,2,5,5,4,5,4,5,2,2,5,4,3,4,4,3,4,3,2,4,3,1,4,4,4,5,2,4,5,2,4,3,4,4,2,3,4,3,2,4,3,4,3,3,4,3,2,3,3,4,4,2,4,20,166,60,1,1,2,4,1,1,1,2
5,5,4,1,1,2,1,3,1,1,1,3,1,1,2,2,1,5,1,5,5,5,5,3,5,5,5,5,4,2,5,2,2,1,3,4,4,5,3,2,3,1,3,4,2,1,5,1,1,4,1,1,1,5,5,3,1,4,5,2,3,4,4,1,2,2,2,2,5,3,1,3,3,3,3,3,1,5,5,3,3,1,2,3,3,3,5,1,5,5,3,3,3,3,3,3,3,5,5,3,4,4,3,1,3,1,2,2,3,2,1,3,3,3,2,1,4,3,5,3,5,1,3,3,4,3,4,1,2,3,3,3,3,3,4,3,3,3,3,3,20,197,100,1,2,2,4,1,2,2,2
5,3,3,2,1,3,3,3,5,3,5,1,1,3,3,4,1,3,3,5,2,3,4,3,4,4,2,5,5,2,3,5,2,3,1,1,3,3,1,3,1,5,3,4,1,1,1,5,3,5,2,5,3,5,5,3,1,2,4,5,5,1,5,3,3,1,3,3,3,5,1,5,4,3,2,4,5,3,3,4,3,3,4,5,1,5,3,1,3,5,5,5,3,3,5,1,5,5,4,3,3,4,5,3,3,3,3,3,3,2,3,3,3,3,2,3,5,3,3,3,3,3,3,4,4,2,3,3,2,3,4,4,3,3,3,4,3,3,3,4,20,186,78,3,2,1,4,1,2,1,2
5,4,3,1,2,4,3,4,2,1,1,4,1,1,4,2,4,1,2,5,3,3,5,4,4,3,4,3,2,1,3,3,4,3,1,1,4,3,1,3,1,3,4,4,1,2,3,2,3,4,4,3,2,3,3,3,4,5,2,3,5,3,4,3,2,2,2,4,5,5,4,4,4,1,3,3,3,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,2,2,2,2,3,2,3,2,4,3,4,5,3,3,4,3,2,3,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,20,170,53,1,1,2,3,1,1,2,2
